,name,cate_1,cate_2,cate_3,state,dong,lon,lat
265002,TUC,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,동대문구,제기동,37.5860655138857,127.036635834488
265028,주블리,유흥주점,호프/맥주,기타 주점업,동대문구,회기동,37.59158751311529,127.050922777138
265029,역전할머니맥주,유흥주점,호프/맥주,기타 주점업,동대문구,회기동,37.591602620017795,127.051681256187
265031,에그드랍,패스트푸드,샌드위치전문점,"피자, 햄버거, 샌드위치 및 유사 음식점업",성북구,길음1동,37.604320417561205,127.022368347264
265038,세라젬웰카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,답십리1동,37.575211505306704,127.054911856348
265056,반띵,종합소매점,시장/종합상가,기타 음·식료품 위주 종합 소매업,성북구,동선동,37.5893104152431,127.01926970097901
265063,제기동할매소허파전골,한식,한식/백반/한정식,한식 음식점업,동대문구,용신동,37.577196710680106,127.03742938364599
265064,웃돌목한우소머리국밥&순대국,한식,한식/백반/한정식,한식 음식점업,동대문구,제기동,37.589224789921396,127.03622145382299
265065,내조국국밥,한식,한식/백반/한정식,한식 음식점업,동대문구,장안2동,37.5748487382378,127.0716487582
265066,삼삼데이,한식,한식/백반/한정식,한식 음식점업,동대문구,이문1동,37.5994715770403,127.05766272002899
265067,돈수백,한식,한식/백반/한정식,한식 음식점업,동대문구,이문1동,37.595779059635504,127.062408783783
265068,국밥대장,한식,한식/백반/한정식,한식 음식점업,성북구,석관동,37.60994107426279,127.05758726974399
265069,짬뽕지존,중식,중국음식/중국집,중식 음식점업,성북구,삼선동,37.590793322630404,127.016645884196
265070,깐풍판다,중식,중국음식/중국집,중식 음식점업,성북구,종암동,37.600151472658,127.033657026409
265101,678치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,성북구,월곡1동,37.6074639935496,127.038693032005
265112,떡고물즉석떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,성북구,삼선동,37.5866537510985,127.009725584412
265137,B.LUSION,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,용신동,37.577410482729505,127.032716978331
265138,더티로우커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,용신동,37.5717673046631,127.02472982853901
265139,우더스커피바,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,용신동,37.5737515572579,127.041469947781
265140,퍼플스터디카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,전농2동,37.575883809429605,127.057858158502
265141,르하임스터디카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,회기동,37.5925529839164,127.052212729079
265156,OK능이마을,닭/오리요리,오리고기전문,한식 음식점업,성북구,월곡1동,37.6046708896719,127.03649787050101
265192,밥짓는사람들,한식,한식/백반/한정식,한식 음식점업,성북구,삼선동,37.59165194020029,127.01480019215799
265199,야식파티,한식,한식/백반/한정식,한식 음식점업,동대문구,이문2동,37.6007399982368,127.06875639078501
265230,돈카와치DONKATSU,양식,돈가스전문점,서양식 음식점업,성북구,월곡1동,37.6117394184985,127.035930969942
265246,에이바우트커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,회기동,37.5929935424484,127.050972863067
265254,매머드익스프레스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,안암동,37.5833977646793,127.02885790446301
265255,아틀리에하모니,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,보문동,37.5820965975546,127.020779588911
265256,CAFFETAIN,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,정릉3동,37.6083196689768,127.003888685359
265257,지니24스터디카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,정릉4동,37.6109728178495,127.00865566874901
265333,커피인더스트리,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,종암동,37.597989282469605,127.029302449419
265334,캔캔커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,종암동,37.600525709226396,127.036449407784
265335,스토피아스터디카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,월곡2동,37.6056491784207,127.03713080902901
265345,오리엔탈앤트,종합소매점,잡화점,그외 기타 종합 소매업,동대문구,이문2동,37.6048351609682,127.062487661066
265346,예쁜집,종합소매점,잡화점,그외 기타 종합 소매업,성북구,월곡1동,37.6112540501166,127.034974490538
265402,쵸이양식,양식,기타전문서양음식점,서양식 음식점업,성북구,동선동,37.5922821791798,127.017985116217
265403,CCCP,양식,기타전문서양음식점,서양식 음식점업,성북구,길음2동,37.6099483378725,127.02957743300101
265407,애슐리퀸즈,양식,패밀리레스토랑,서양식 음식점업,동대문구,전농1동,37.584191612424995,127.051129904848
265501,구포국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,성북구,동선동,37.5943115216702,127.017143133115
265658,소예다방,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,종암동,37.602778155673704,127.032026207486
265674,고고인디안쿠진,별식/퓨전요리,동남아음식전문점,기타 외국식 음식점업,성북구,안암동,37.5836777294787,127.030031779102
265675,프릭타이,별식/퓨전요리,동남아음식전문점,기타 외국식 음식점업,성북구,종암동,37.591412751949,127.03713308156401
265676,누들아한타이,별식/퓨전요리,동남아음식전문점,기타 외국식 음식점업,성북구,월곡2동,37.6038836022675,127.042725613611
265719,셀프장어세상,일식/수산물,민물장어전문,한식 음식점업,성북구,정릉2동,37.60475125947671,127.010278496732
265746,세이버스커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,길음2동,37.6050491796559,127.03097748737801
265760,C&P푸드성신직영점,유흥주점,호프/맥주,기타 주점업,성북구,돈암1동,37.5966564027065,127.02283100376499
265822,미성복집,일식/수산물,복전문,한식 음식점업,동대문구,이문1동,37.5956466897927,127.05823186404601
265850,육백집서울고깃집,한식,갈비/삼겹살,한식 음식점업,성북구,삼선동,37.587853343960205,127.00665252457199
265972,육회먹는호랑이,한식,한식/백반/한정식,한식 음식점업,동대문구,전농1동,37.574348175897605,127.048390646664
265973,엘리스,한식,한식/백반/한정식,한식 음식점업,성북구,석관동,37.609495300742104,127.058181855169
265982,정원곱창,한식,곱창/양구이전문,한식 음식점업,동대문구,장안1동,37.5653408023974,127.063424305732
265983,인생소곱창,한식,곱창/양구이전문,한식 음식점업,동대문구,회기동,37.5919018329647,127.053036278533
265986,배떼기곱창,한식,곱창/양구이전문,한식 음식점업,성북구,안암동,37.5842340832143,127.02975282482599
265992,성수면옥,한식,냉면집,한식 음식점업,동대문구,전농1동,37.584191612424995,127.051129904848
266045,오동동아구찜,일식/수산물,해물찜/탕전문,한식 음식점업,성북구,종암동,37.5995116162919,127.033642653072
266099,THE족쌈STORY,한식,족발/보쌈전문,한식 음식점업,성북구,삼선동,37.58796907570171,127.007556815097
266129,지정환피자,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",동대문구,장안1동,37.571073167518705,127.075069090487
266130,파파존스,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",성북구,삼선동,37.588297753567,127.017765717579
266131,고피자,분식,라면김밥분식,분식 및 김밥 전문점,성북구,안암동,37.5873437431285,127.029882303115
266168,밀가마부대찌개,한식,부대찌개/섞어찌개,한식 음식점업,동대문구,장안2동,37.5782204593256,127.071878611763
266182,당신은지금치킨이땡긴다,닭/오리요리,후라이드/양념치킨,치킨 전문점,동대문구,이문2동,37.6007399982368,127.06875639078501
266184,고려대안암병원장례식장식당,한식,한식/백반/한정식,한식 음식점업,성북구,안암동,37.5884849860916,127.031701809695
266200,디올리,양식,기타전문서양음식점,서양식 음식점업,동대문구,장안1동,37.5676069831955,127.071987679272
266234,삐삐떡볶이,분식,라면김밥분식,분식 및 김밥 전문점,동대문구,답십리2동,37.5698990197973,127.063287989494
266235,레알라면,분식,라면김밥분식,분식 및 김밥 전문점,동대문구,회기동,37.5911094849953,127.055356286467
266236,강다짐,분식,라면김밥분식,분식 및 김밥 전문점,성북구,안암동,37.5851692059002,127.029514238514
266250,좋은아침PASTY,제과제빵떡케익,제과점,제과점업,동대문구,용신동,37.5777779086215,127.03357264676
266251,폴스보,제과제빵떡케익,제과점,제과점업,성북구,삼선동,37.5869852104635,127.01057039647499
266252,월곡동케이크,제과제빵떡케익,제과점,제과점업,성북구,월곡2동,37.602865535239395,127.04162879507601
266283,사미커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,장안1동,37.5651172187968,127.071622385713
266366,정드린치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,성북구,길음1동,37.6033393294866,127.02249443879101
266369,진할인마트농수산유통,종합소매점,수퍼마켓,슈퍼마켓,성북구,종암동,37.5961903463518,127.035180392059
266437,아라연대게,일식/수산물,바닷가재/게요리전문,한식 음식점업,동대문구,장안1동,37.570045216452996,127.069240580296
266542,크앙분식,분식,라면김밥분식,분식 및 김밥 전문점,성북구,월곡2동,37.6050569302979,127.044080960466
266604,해양포차,유흥주점,소주방/포장마차,기타 주점업,동대문구,장안2동,37.5799656579208,127.070373805547
266643,아토모스,한식,한식/백반/한정식,한식 음식점업,성북구,성북동,37.5911319881675,127.00437825135201
266652,굿앤리빙,종합소매점,생활용품판매,그외 기타 종합 소매업,성북구,정릉1동,37.6000531556858,127.01738469687099
266654,신화당구장,PC/오락/당구/볼링등,당구장,당구장 운영업,성북구,장위3동,37.6151341965685,127.054599361869
266711,로하필라테스,요가/단전/마사지,체형미교실,기타 미용관련 서비스업,동대문구,휘경2동,37.5911639675282,127.06673560267299
266719,코코,일식/수산물,음식점-초밥전문,일식 음식점업,동대문구,이문1동,37.5956932085122,127.06067727754
266755,77snacke,한식,한식/백반/한정식,한식 음식점업,동대문구,장안1동,37.565629647701,127.06348860651698
266759,신참떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,동대문구,휘경2동,37.5822649726276,127.069439451378
266772,BBQ치킨,유흥주점,호프/맥주,기타 주점업,성북구,장위1동,37.6138018144495,127.043561263206
266842,파리인서울,양식,기타전문서양음식점,서양식 음식점업,성북구,동선동,37.5924301913192,127.01844743655501
266851,돈카와치,양식,돈가스전문점,서양식 음식점업,성북구,월곡1동,37.6117394184985,127.035930969942
266852,가장맛있는수제돈까스,양식,돈가스전문점,서양식 음식점업,성북구,석관동,37.6119859758612,127.06432341250401
266861,마떡366,분식,떡볶이전문,분식 및 김밥 전문점,성북구,삼선동,37.5892479459554,127.017175754416
266869,막걸리찬가,유흥주점,민속주점,기타 주점업,성북구,안암동,37.583687836975,127.029069258551
266881,평양냉면,한식,냉면집,한식 음식점업,동대문구,청량리동,37.581656144540794,127.045104849471
266902,디스러프,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,동선동,37.590394945727795,127.02075013690701
266903,KPC홀덤토너전문보드카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,동선동,37.5916370448921,127.017336834834
266904,카페구월,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,동선동,37.589510597961294,127.019504859365
266905,스토피아스터디카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,정릉2동,37.6055285402618,127.011638586251
266906,바빈스커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,정릉4동,37.6169818808916,127.00320677249701
266907,어라운드스터디카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,정릉4동,37.6164052980365,127.009636974421
266908,컷바리스타,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,종암동,37.6011894206431,127.03057455768699
266988,커피에반하다,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,답십리1동,37.570222010436,127.04958648791201
267062,아이스랑까까랑,패스트푸드,아이스크림판매,제과점업,동대문구,답십리2동,37.5695423181949,127.06375658143999
267073,인생닭강정,닭/오리요리,후라이드/양념치킨,치킨 전문점,성북구,종암동,37.5940834561275,127.034267718716
267074,푸라닭치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,성북구,월곡2동,37.6055618552523,127.037471701166
267100,쭈꾸미도사,일식/수산물,낙지/오징어,한식 음식점업,동대문구,장안2동,37.569540053679205,127.070310957882
267171,한상차림코다리명가,한식,한식/백반/한정식,한식 음식점업,동대문구,답십리1동,37.575211505306704,127.054911856348
267172,뜸들이다,한식,한식/백반/한정식,한식 음식점업,동대문구,휘경1동,37.5926252466175,127.057862291177
267200,와이피씨프레스,PC/오락/당구/볼링등,인터넷PC방,컴퓨터 게임방 운영업,성북구,돈암2동,37.592963371153296,127.01000433634199
267208,E존편의점,종합소매점,편의점,체인화 편의점,동대문구,제기동,37.5825472743675,127.038334193943
267209,더디씨,종합소매점,편의점,체인화 편의점,동대문구,장안2동,37.57347724384189,127.069118622488
267224,네모대왕카스테라,제과제빵떡케익,제과점,제과점업,성북구,삼선동,37.586461228522,127.009331842881
267225,앳더베이커리,제과제빵떡케익,제과점,제과점업,성북구,장위1동,37.6185466591627,127.044225445851
267298,킹수제만두,분식,국수/만두/칼국수,분식 및 김밥 전문점,동대문구,용신동,37.5765106151096,127.02410191007799
267310,만추먹는집,유흥주점,기타일반유흥주점,일반유흥 주점업,동대문구,용신동,37.5777408245349,127.025772731355
267311,연진주점,유흥주점,기타일반유흥주점,일반유흥 주점업,성북구,월곡1동,37.6053620066805,127.03176621528799
267396,정성도시락&혼밥,패스트푸드,도시락전문점,한식 음식점업,동대문구,답십리2동,37.567116541746,127.06010802642099
267409,음이온노래연습장,무도/유흥/가무,노래방,노래연습장 운영업,성북구,장위2동,37.617371573369105,127.05045920354901
267501,통일이요,한식,돌솥/비빕밥전문점,한식 음식점업,동대문구,용신동,37.5766556707666,127.02530005979999
267539,스시카야논데,한식,한식/백반/한정식,한식 음식점업,동대문구,장안2동,37.573287507019,127.069053060101
267555,뜨락,한식,한식/백반/한정식,한식 음식점업,동대문구,청량리동,37.5884261917922,127.04105532981
267681,널게임즈,경마/경륜/성인오락,게임룸,기타 갬블링 및 베팅업,동대문구,휘경2동,37.5878150795835,127.05578290082701
267776,무든가죽공방,종합소매점,시장/종합상가,기타 음·식료품 위주 종합 소매업,동대문구,제기동,37.5790306472822,127.039126646871
267815,부엉이곱창,한식,곱창/양구이전문,한식 음식점업,동대문구,이문2동,37.6031486258118,127.06455868930901
267857,미라클가발,종합소매점,시장/종합상가,기타 음·식료품 위주 종합 소매업,동대문구,전농1동,37.585293594559396,127.05146691421899
267858,답십리고미술상가,종합소매점,시장/종합상가,기타 음·식료품 위주 종합 소매업,동대문구,답십리1동,37.5681712905321,127.052284041161
267875,아지트안암,유흥주점,호프/맥주,기타 주점업,성북구,안암동,37.5839958347233,127.02926905921801
268069,88왕대포,유흥주점,소주방/포장마차,기타 주점업,성북구,안암동,37.5839315758511,127.030220963935
268364,신설당구장,PC/오락/당구/볼링등,당구장,당구장 운영업,동대문구,용신동,37.5752599514908,127.02540881997801
268365,로얄당구장,PC/오락/당구/볼링등,당구장,당구장 운영업,동대문구,용신동,37.575676301373704,127.0322073232
268371,아연네곱창,한식,곱창/양구이전문,한식 음식점업,성북구,장위1동,37.6137793502537,127.04523791778999
268403,왕큰통감자탕,한식,해장국/감자탕,한식 음식점업,동대문구,장안1동,37.568767496195996,127.066041599788
268514,태화진갈비백반,한식,갈비/삼겹살,한식 음식점업,동대문구,용신동,37.575355410022794,127.024966058338
268531,손아귀아트,일식/수산물,아구전문,한식 음식점업,성북구,장위1동,37.613206851994796,127.03798481375601
268733,반딧골한우,한식,갈비/삼겹살,한식 음식점업,성북구,삼선동,37.58721611779829,127.009095383008
268744,레프트커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,회기동,37.5904693888192,127.05418675605301
268804,줄스시오,일식/수산물,음식점-초밥전문,일식 음식점업,성북구,보문동,37.5828653503536,127.01787106328001
268808,일초닭발,닭/오리요리,닭내장/닭발요리,한식 음식점업,동대문구,용신동,37.5772177502718,127.02462477956999
268823,휴식상점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,장안1동,37.563239347892,127.062035719401
268853,진국수,한식,한식/백반/한정식,한식 음식점업,성북구,길음2동,37.6071437676178,127.028198148636
268913,로이드,시계/귀금속소매,시계/귀금속,시계 및 귀금속 소매업,성북구,동선동,37.5927923239867,127.017570763162
268920,블링블링,패스트푸드,아이스크림판매,제과점업,성북구,장위1동,37.6142291201405,127.040701419126
268973,명칭없음,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,전농1동,37.584191612424995,127.051129904848
269100,시안이네,한식,한식/백반/한정식,한식 음식점업,성북구,장위2동,37.610235257557704,127.051569306075
269122,어항꾸미기,취미/오락관련소매,수족관,애완용 동물 및 관련용품 소매업,성북구,석관동,37.6103013406695,127.06549980039699
269128,매운도리집,한식,한식/백반/한정식,한식 음식점업,동대문구,용신동,37.5749599284942,127.025084423944
269276,로얄게임랜드,경마/경륜/성인오락,게임룸,기타 갬블링 및 베팅업,동대문구,청량리동,37.580540645383,127.04421335554
269304,차이니포,별식/퓨전요리,동남아음식전문점,기타 외국식 음식점업,성북구,보문동,37.5876512692171,127.019121628589
269413,헌책방얄개상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,용신동,37.573750229152004,127.024805855742
269414,희망상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,이문1동,37.596740516036895,127.064344488204
269416,정면상회,종합소매점,종합소매,그외 기타 종합 소매업,성북구,종암동,37.595536963970495,127.033512872238
269469,와썹,양식,기타전문서양음식점,서양식 음식점업,동대문구,답십리2동,37.5648263901389,127.058789792406
269510,유앤요가,요가/단전/마사지,요가/단식,기타 미용관련 서비스업,성북구,장위2동,37.6105513881521,127.053909839816
269516,둘리마켓,종합소매점,수퍼마켓,슈퍼마켓,성북구,정릉3동,37.612233574182,127.00643025811199
269519,호호야잡화상,종합소매점,잡화점,그외 기타 종합 소매업,성북구,길음1동,37.604153345589104,127.019607155002
269529,뽑기마스터,놀이/여가/취미,기타오락관련산업,그외 기타 분류안된 오락관련 서비스업,동대문구,전농2동,37.5781098906736,127.057920681434
269552,경성꽈배기,제과제빵떡케익,제과점,제과점업,성북구,월곡2동,37.6073583104027,127.046769707295
269594,떡볶이참잘하는집떡참,분식,떡볶이전문,분식 및 김밥 전문점,동대문구,답십리2동,37.5654382256079,127.05529569196999
269595,제온,한식,한식/백반/한정식,한식 음식점업,동대문구,전농1동,37.5777002861441,127.049536727684
269639,모두의피자,한식,한식/백반/한정식,한식 음식점업,성북구,동선동,37.5958579125017,127.01890067119601
269681,우리할매떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,성북구,장위2동,37.6163826118703,127.049610912673
269730,참새포차,유흥주점,소주방/포장마차,기타 주점업,동대문구,청량리동,37.5808040527539,127.04336085288601
269769,조성정아쉬탕가요가,요가/단전/마사지,요가/단식,기타 미용관련 서비스업,성북구,월곡1동,37.6046992094642,127.03225047376101
269795,프린트카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,동선동,37.5913844645677,127.019468952255
269852,페인킬러바,유흥주점,기타일반유흥주점,일반유흥 주점업,성북구,동선동,37.591683128823206,127.017460786613
269865,온누리커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,석관동,37.6109585564539,127.06315834007401
269897,BBQ치킨,유흥주점,호프/맥주,기타 주점업,동대문구,장안2동,37.5761689620427,127.07110027520099
269932,이름없는파스타,양식,스파게티전문점,서양식 음식점업,성북구,동선동,37.592258918169996,127.01843836256
269984,태양상회,종합소매점,종합소매,그외 기타 종합 소매업,성북구,삼선동,37.5864802091067,127.010520467917
269986,참맛깔곱창,한식,곱창/양구이전문,한식 음식점업,성북구,길음2동,37.6077006252588,127.02361525396401
269990,휘경꽈배기,패스트푸드,도너츠전문,제과점업,동대문구,휘경2동,37.5892476972081,127.06142635053301
269992,만용상회,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,답십리1동,37.571341942515,127.046561036716
270060,육사돈가스,양식,정통양식/경양식,서양식 음식점업,성북구,장위2동,37.610565239879705,127.051146041676
270247,럭키할인마트,종합소매점,수퍼마켓,슈퍼마켓,성북구,삼선동,37.58622073928029,127.01073903192
270321,해남식당,한식,한식/백반/한정식,한식 음식점업,동대문구,용신동,37.575681969398296,127.039520629501
270384,딜리버리푸드,한식,한식/백반/한정식,한식 음식점업,동대문구,제기동,37.5838314794345,127.03780817256701
270385,최프로의요리킹,한식,한식/백반/한정식,한식 음식점업,동대문구,답십리2동,37.5670692310647,127.058693653734
270388,가라와라국물닭발,한식,한식/백반/한정식,한식 음식점업,성북구,동선동,37.590647643836796,127.018629373645
270389,도이칠란드박,양식,기타전문서양음식점,서양식 음식점업,성북구,정릉3동,37.608805011449206,127.006951562398
270390,자매식당,한식,한식/백반/한정식,한식 음식점업,성북구,정릉4동,37.6129941705895,127.010089974005
270391,랑데자뷰,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,길음2동,37.6083915431599,127.028725560472
270392,조선닭도리탕,한식,한식/백반/한정식,한식 음식점업,성북구,월곡2동,37.6040235474768,127.037774655513
270398,더플러스짬뽕,중식,중국음식/중국집,중식 음식점업,성북구,월곡2동,37.6040235474768,127.037774655513
270478,프롬하츠커피신설동지웰홈스점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,용신동,37.5730657246455,127.023750643898
270479,7773카페앤베이커리,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,장안1동,37.5689026894349,127.06490790971
270480,파스쿠찌,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,장안2동,37.5718225841748,127.071822168428
270481,커피식스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,장안2동,37.5727130357141,127.069331905566
270542,영계푸드1988옛날통닭,닭/오리요리,후라이드/양념치킨,치킨 전문점,동대문구,답십리2동,37.5737987805703,127.066476882352
270543,피자와치킨의러브레터,닭/오리요리,후라이드/양념치킨,치킨 전문점,동대문구,이문1동,37.5915326171746,127.056437988375
270557,메가엠지씨커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,석관동,37.6067782508636,127.060956947815
270597,정현사,종합소매점,종합소매,그외 기타 종합 소매업,성북구,보문동,37.5800027433187,127.02036546809299
270635,메가엠지씨커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,전농1동,37.5839411404082,127.05360134245599
270665,현대기원,PC/오락/당구/볼링등,기원,기원 운영업,동대문구,청량리동,37.5810170188836,127.045180943547
270739,고무래,한식,한식/백반/한정식,한식 음식점업,동대문구,장안2동,37.5716835579882,127.073623844866
270777,총칭소면,중식,중국음식/중국집,중식 음식점업,성북구,정릉3동,37.6087900416593,127.00731419388201
270779,사랑방기원,PC/오락/당구/볼링등,기원,기원 운영업,동대문구,청량리동,37.580540645383,127.04421335554
270820,파스쿠찌,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,동선동,37.5935402940789,127.017583577523
271008,배나온민족,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,성북구,동선동,37.591221951757,127.017263029185
271102,명랑시대쌀핫도그,패스트푸드,핫도그,"피자, 햄버거, 샌드위치 및 유사 음식점업",동대문구,장안1동,37.5716099290605,127.074575673558
271105,더행복샵,종합소매점,종합소매,그외 기타 종합 소매업,성북구,길음1동,37.6126994230271,127.01686719545401
271140,메이크어딜리버리R&D센터,한식,한식/백반/한정식,한식 음식점업,동대문구,전농1동,37.5763973723668,127.05559877964899
271182,몬스터샵,종합소매점,종합소매,그외 기타 종합 소매업,성북구,안암동,37.5886849382573,127.020987677731
271193,형제집,한식,한식/백반/한정식,한식 음식점업,동대문구,장안2동,37.5755648815373,127.069907749621
271212,에쩨르레더샵,종합소매점,종합소매,그외 기타 종합 소매업,동대문구,용신동,37.57321027724421,127.025978922451
271264,흑백기원,PC/오락/당구/볼링등,기원,기원 운영업,성북구,장위1동,37.6175318261361,127.04686638733801
271296,더사르르,패스트푸드,아이스크림판매,제과점업,성북구,장위3동,37.61753470985229,127.055067372564
271300,으니MARKET,종합소매점,종합소매,그외 기타 종합 소매업,성북구,삼선동,37.5853592510011,127.01115804168
271324,401스토어,종합소매점,종합소매,그외 기타 종합 소매업,성북구,돈암1동,37.596549133276504,127.022934324123
271329,에그드랍,패스트푸드,샌드위치전문점,"피자, 햄버거, 샌드위치 및 유사 음식점업",성북구,동선동,37.5926951992679,127.01780983520901
271358,공차,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,이문1동,37.5956357166249,127.062512498953
271359,멜로우시티3rd,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,전농1동,37.5754808207747,127.04805924521001
271362,패티앤빅왕돈가스,양식,돈가스전문점,서양식 음식점업,성북구,석관동,37.6103950396241,127.056890637051
271363,카츠3.3,양식,돈가스전문점,서양식 음식점업,동대문구,회기동,37.593766447768104,127.050725248402
271364,페페로네,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",성북구,동선동,37.5961877242589,127.020640254382
271404,곱창정비소,한식,곱창/양구이전문,한식 음식점업,동대문구,장안1동,37.5667406084479,127.06610086632
271425,큰손참치,일식/수산물,음식점-일식,일식 음식점업,동대문구,장안1동,37.5632179960949,127.069585866602
271429,땅땅치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,동대문구,휘경1동,37.591673034159896,127.066163072224
271445,그린푸드,한식,한식/백반/한정식,한식 음식점업,동대문구,전농1동,37.5784625900944,127.043515346938
271453,미니스톱,종합소매점,편의점,체인화 편의점,성북구,월곡1동,37.6033034807638,127.03345770153099
271459,장어세상,한식,기타고기요리,한식 음식점업,성북구,월곡1동,37.60382464844479,127.03658806236601
271543,유진가정식식당,분식,라면김밥분식,분식 및 김밥 전문점,성북구,장위2동,37.6120722421739,127.05479669729601
271563,수야세꼬시&막회,일식/수산물,횟집,한식 음식점업,동대문구,장안2동,37.56808778327579,127.072400550548
271609,화성옥갈비생갈비,한식,갈비/삼겹살,한식 음식점업,동대문구,전농2동,37.576489888233105,127.05815619367901
271621,무모한초밥,일식/수산물,음식점-초밥전문,일식 음식점업,성북구,동선동,37.5915158681173,127.01685152178801
271624,섭지코지,일식/수산물,횟집,한식 음식점업,성북구,성북동,37.5895771262935,127.00805632555901
271637,왕눈이네분식,한식,한식/백반/한정식,한식 음식점업,성북구,정릉3동,37.6087012815649,127.007473937605
271638,서오릉피자,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",성북구,월곡1동,37.6074639935496,127.038693032005
271665,해물명가,한식,한식/백반/한정식,한식 음식점업,성북구,동선동,37.592356024844,127.013873704505
271679,경이자카야,유흥주점,기타일반유흥주점,일반유흥 주점업,동대문구,회기동,37.5911972541936,127.053939753649
271763,땡스롤리,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,성북동,37.5899906608347,127.004733150357
271767,맷돌로만,한식,한식/백반/한정식,한식 음식점업,성북구,장위3동,37.6136428629398,127.060791345108
271774,놀스캘리,일식/수산물,음식점-초밥전문,일식 음식점업,동대문구,회기동,37.59295750257329,127.05209436226299
271776,스시엠,일식/수산물,음식점-초밥전문,일식 음식점업,성북구,보문동,37.5833879441766,127.020038055036
271790,고기싸롱,유흥주점,호프/맥주,기타 주점업,동대문구,답십리1동,37.5686852367189,127.05682816033101
271822,오늘동,한식,갈비/삼겹살,한식 음식점업,동대문구,장안1동,37.5645360890655,127.06534735199101
271828,알찬떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,동대문구,휘경2동,37.587987624923,127.06046840346701
271834,승호원식당,한식,한식/백반/한정식,한식 음식점업,동대문구,청량리동,37.5839707632994,127.044973383924
271838,맛사랑분식,분식,라면김밥분식,분식 및 김밥 전문점,성북구,돈암1동,37.5983699766182,127.02084946424999
